client_id,invoice_date,tarif_type,counter_number,counter_statue,counter_code,reading_remarque,counter_coefficient,consommation_level_1,consommation_level_2,consommation_level_3,consommation_level_4,old_index,new_index,months_number,counter_type
train_Client_100000,2013-03-25,11,038089,1,413,6,1,356,0,0,0,32414,32770,2,ELEC
train_Client_100000,2012-11-23,40,50838,1,5,9,1,6,0,0,0,2101,2107,4,GAZ
train_Client_100000,2012-11-23,11,038089,1,413,9,1,1200,262,0,0,30421,31883,4,ELEC
train_Client_100000,2016-07-19,11,038089,0,413,6,1,249,0,0,0,37245,37494,4,ELEC
train_Client_100000,2015-11-18,40,50838,0,5,8,1,1,0,0,0,3400,3401,4,GAZ
train_Client_100000,2015-11-18,11,038089,0,413,9,1,651,0,0,0,36364,37015,4,ELEC
train_Client_100000,2017-07-17,11,038089,0,413,8,1,61,0,0,0,37741,37802,4,ELEC
train_Client_100000,2015-07-13,40,50838,0,5,6,1,2,0,0,0,3398,3400,2,GAZ
train_Client_100000,2015-03-23,40,50838,0,5,9,1,189,0,0,0,3203,3392,2,GAZ
train_Client_100000,2015-03-23,11,038089,0,413,8,1,121,0,0,0,35951,36072,2,ELEC
train_Client_100000,2014-11-21,40,50838,0,5,8,1,3,0,0,0,3190,3193,4,GAZ
train_Client_100000,2014-11-21,11,038089,0,413,8,1,328,0,0,0,35548,35876,4,ELEC
train_Client_100000,2014-07-17,11,038089,0,413,8,1,133,0,0,0,35415,35548,2,ELEC
train_Client_100000,2014-03-21,40,50838,0,5,9,1,412,0,0,0,2768,3180,4,GAZ
train_Client_100000,2014-03-21,11,038089,0,413,8,1,497,0,0,0,34818,35315,4,ELEC
train_Client_100000,2013-11-25,40,50838,1,5,8,1,32,0,0,0,2736,2768,4,GAZ
train_Client_100000,2013-07-16,40,50838,1,5,8,1,82,0,0,0,2654,2736,4,GAZ
train_Client_100000,2013-07-16,11,038089,1,413,6,1,946,0,0,0,32770,33716,4,ELEC
train_Client_100000,2013-03-25,40,50838,1,5,9,1,482,0,0,0,2172,2654,2,GAZ
train_Client_100000,2015-07-13,11,038089,0,413,6,1,166,0,0,0,36198,36364,2,ELEC
train_Client_100000,2017-07-17,40,50838,0,5,8,1,0,0,0,0,3591,3591,4,GAZ
train_Client_100000,2017-03-16,40,50838,0,5,8,1,0,0,0,0,3591,3591,4,GAZ
train_Client_100000,2019-03-18,40,50838,0,5,9,1,113,0,0,0,3851,3964,4,GAZ
train_Client_100000,2019-03-18,11,038089,0,413,9,1,499,0,0,0,39630,40129,4,ELEC
train_Client_100000,2018-03-15,40,50838,0,5,9,1,237,0,0,0,3591,3828,4,GAZ
train_Client_100000,2019-07-19,40,50838,0,5,9,1,60,0,0,0,3964,4024,4,GAZ
train_Client_100000,2019-07-19,11,038089,0,413,9,1,754,0,0,0,40129,40883,4,ELEC
train_Client_100000,2018-11-16,40,50838,0,5,9,1,19,0,0,0,3832,3851,4,GAZ
train_Client_100000,2018-11-16,11,038089,0,413,9,1,783,0,0,0,38847,39630,4,ELEC
train_Client_100000,2018-11-07,40,50838,0,5,9,1,4,0,0,0,3828,3832,4,GAZ
train_Client_100000,2018-11-07,11,038089,0,413,9,1,467,0,0,0,38380,38847,4,ELEC
train_Client_100000,2018-03-15,11,038089,0,413,6,1,255,0,0,0,38125,38380,4,ELEC
train_Client_100000,2017-11-16,40,50838,0,5,8,1,0,0,0,0,3591,3591,4,GAZ
train_Client_100000,2017-11-16,11,038089,0,413,6,1,323,0,0,0,37802,38125,4,ELEC
train_Client_100001,2019-08-16,40,126093,0,5,8,1,94,0,0,0,4670,4764,4,GAZ
train_Client_100001,2016-12-04,11,1031527,0,203,8,1,877,0,0,0,16264,17141,8,ELEC
train_Client_100001,2017-11-04,40,126093,0,5,8,1,119,0,0,0,3878,3997,4,GAZ
train_Client_100001,2017-11-04,11,1031527,0,203,9,1,338,0,0,0,18175,18513,4,ELEC
train_Client_100001,2016-12-14,11,1031527,0,203,9,1,170,0,0,0,18005,18175,4,ELEC
train_Client_100001,2015-10-08,11,1031527,0,203,9,1,721,0,0,0,15543,16264,4,ELEC
train_Client_100001,2015-10-08,40,126093,0,5,8,1,97,0,0,0,3302,3399,4,GAZ
train_Client_100001,2015-04-15,40,126093,0,5,6,1,198,0,0,0,3104,3302,4,GAZ
train_Client_100001,2015-04-15,11,1031527,0,203,9,1,462,0,0,0,15081,15543,4,ELEC
train_Client_100001,2014-12-16,40,126093,0,5,6,1,123,0,0,0,2981,3104,4,GAZ
train_Client_100001,2014-12-16,11,1031527,0,203,9,1,509,0,0,0,14572,15081,4,ELEC
train_Client_100001,2014-08-18,40,126093,0,5,8,1,105,0,0,0,2876,2981,4,GAZ
train_Client_100001,2014-08-18,11,1031527,0,203,9,1,525,0,0,0,14047,14572,4,ELEC
train_Client_100001,2014-04-16,11,1031527,0,203,9,1,441,0,0,0,13606,14047,4,ELEC
train_Client_100001,2014-04-16,40,126093,0,5,6,1,168,0,0,0,2708,2876,4,GAZ
train_Client_100001,2013-12-18,11,1031527,0,203,6,1,480,0,0,0,13126,13606,4,ELEC
train_Client_100001,2013-12-18,40,126093,0,5,6,1,128,0,0,0,2580,2708,4,GAZ
train_Client_100001,2016-12-14,40,126093,0,5,6,1,138,0,0,0,3740,3878,4,GAZ
train_Client_100001,2017-10-08,11,1031527,0,203,9,1,800,8,0,0,18513,19321,4,ELEC
train_Client_100001,2017-12-13,40,126093,0,5,8,1,94,0,0,0,4072,4166,4,GAZ
train_Client_100001,2017-12-13,11,1031527,0,203,9,1,547,0,0,0,19321,19868,4,ELEC
train_Client_100001,2018-07-08,11,1031527,0,203,9,1,645,0,0,0,20370,21015,4,ELEC
train_Client_100001,2018-07-08,40,126093,0,5,8,1,88,0,0,0,4324,4412,4,GAZ
train_Client_100001,2006-04-27,11,1031527,1,203,6,1,0,0,0,0,0,0,2,ELEC
train_Client_100001,2006-08-23,11,1031527,0,203,6,1,0,0,0,0,0,0,4,ELEC
train_Client_100001,2006-12-20,11,1031527,0,203,6,1,947,0,0,0,0,947,4,ELEC
train_Client_100001,2006-12-20,40,126093,0,5,6,1,134,0,0,0,0,134,4,GAZ
train_Client_100001,2007-04-26,11,1031527,0,203,6,1,195,0,0,0,1206,1401,4,ELEC
train_Client_100001,2017-10-08,40,126093,0,5,8,1,75,0,0,0,3997,4072,4,GAZ
train_Client_100001,2016-12-04,40,126093,0,5,6,1,176,0,0,0,3518,3694,4,GAZ
train_Client_100001,2019-12-04,11,1031527,0,203,9,1,532,0,0,0,21680,22212,4,ELEC
train_Client_100001,2013-08-15,11,1031527,0,203,6,1,450,0,0,0,12676,13126,4,ELEC
train_Client_100001,2018-12-17,40,126093,0,5,8,1,94,0,0,0,4412,4506,4,GAZ
train_Client_100001,2018-12-17,11,1031527,0,203,9,1,665,0,0,0,21015,21680,4,ELEC
train_Client_100001,2018-11-04,40,126093,0,5,6,1,158,0,0,0,4166,4324,4,GAZ
train_Client_100001,2018-11-04,11,1031527,0,203,9,1,502,0,0,0,19868,20370,4,ELEC
train_Client_100001,2019-08-16,11,1031527,0,203,9,1,757,0,0,0,22212,22969,4,ELEC
train_Client_100001,2019-12-04,40,126093,0,5,6,1,164,0,0,0,4506,4670,4,GAZ
train_Client_100001,2013-08-15,40,126093,0,5,6,1,123,0,0,0,2457,2580,4,GAZ
train_Client_100001,2008-12-15,11,1031527,0,203,6,1,430,0,0,0,3319,3749,4,ELEC
train_Client_100001,2012-12-18,40,126093,0,5,6,1,127,0,0,0,2123,2250,4,GAZ
train_Client_100001,2010-10-08,40,126093,0,5,8,1,120,0,0,0,1122,1242,4,GAZ
train_Client_100001,2010-10-08,11,1031527,0,203,6,1,923,0,0,0,6112,7035,4,ELEC
train_Client_100001,2010-04-16,40,126093,0,5,6,1,200,0,0,0,922,1122,4,GAZ
train_Client_100001,2010-04-16,11,1031527,0,203,9,1,1070,0,0,0,5042,6112,4,ELEC
train_Client_100001,2009-12-16,40,126093,0,5,6,1,102,0,0,0,820,922,4,GAZ
train_Client_100001,2009-12-16,11,1031527,0,203,6,1,541,0,0,0,4501,5042,4,ELEC
train_Client_100001,2009-08-14,40,126093,0,5,6,1,74,0,0,0,722,796,4,GAZ
train_Client_100001,2009-08-14,11,1031527,0,203,6,1,336,0,0,0,4059,4395,4,ELEC
train_Client_100001,2009-04-20,40,126093,0,5,6,1,17,0,0,0,705,722,2,GAZ
train_Client_100001,2016-12-08,11,1031527,0,203,9,1,800,64,0,0,17141,18005,4,ELEC
train_Client_100001,2007-12-25,11,1031527,0,203,6,1,532,0,0,0,1724,2256,4,ELEC
train_Client_100001,2007-12-25,40,126093,0,5,9,1,190,0,0,0,163,353,4,GAZ
train_Client_100001,2008-04-17,11,1031527,0,203,6,1,675,0,0,0,2256,2931,4,ELEC
train_Client_100001,2008-04-17,40,126093,0,5,6,1,105,0,0,0,353,458,4,GAZ
train_Client_100001,2008-08-14,11,1031527,0,203,6,1,388,0,0,0,2931,3319,4,ELEC
train_Client_100001,2009-04-20,11,1031527,0,203,6,1,44,0,0,0,4015,4059,2,ELEC
train_Client_100001,2008-12-15,40,126093,0,5,6,1,98,0,0,0,533,631,4,GAZ
train_Client_100001,2013-04-17,11,1031527,0,203,6,1,477,0,0,0,12199,12676,4,ELEC
train_Client_100001,2010-12-16,40,126093,0,5,6,1,143,0,0,0,1242,1385,4,GAZ
train_Client_100001,2010-12-16,11,1031527,0,203,6,1,915,0,0,0,7035,7950,4,ELEC
train_Client_100001,2011-04-14,40,126093,0,5,6,1,193,0,0,0,1385,1578,4,GAZ
train_Client_100001,2012-12-18,11,1031527,0,203,6,1,550,0,0,0,11649,12199,4,ELEC
train_Client_100001,2013-04-17,40,126093,0,5,6,1,207,0,0,0,2250,2457,4,GAZ
train_Client_100001,2012-10-08,40,126093,0,5,8,1,94,0,0,0,2029,2123,4,GAZ
train_Client_100001,2012-10-08,11,1031527,0,203,6,1,575,0,0,0,11074,11649,4,ELEC
train_Client_100001,2012-04-16,40,126093,0,5,6,1,225,0,0,0,1804,2029,4,GAZ
train_Client_100001,2012-04-16,11,1031527,0,203,6,1,759,0,0,0,10315,11074,4,ELEC
train_Client_100001,2011-04-14,11,1031527,0,203,6,1,1101,0,0,0,7950,9051,4,ELEC
train_Client_100001,2011-09-12,40,126093,0,5,6,1,0,0,0,0,1804,1804,2,GAZ
train_Client_100001,2016-12-08,40,126093,0,5,8,1,46,0,0,0,3694,3740,4,GAZ
